"region","departamento","municipio","vigencia","tipoentidad","entidad","sector","fuentefinanciacion","valorcomprometido","valorobligado","valorpagado"
"Andina","Cundinamarca","Zipaquirá","2019","Municipio","ZipaquiráCundinamarca","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Orinoquía","Casanare","Villanueva","2024","Departamento","Casanare","Educación","Propios de las entidades territoriales","151246242.58000000","114919118.91000000","114919118.91000000"
"Andina","Caldas","Neira","2024","Municipio","NeiraCaldas","Educación","SGP - Sistema General de Participaciones","61367768.00000000","61367768.00000000","59367768.00000000"
"Andina","Quindio","Génova","2021","Municipio","GénovaQuindio","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Tolima","San Luis","2022","Municipio","San LuisTolima","Gobierno Territorial","SGP - Sistema General de Participaciones","10500000.32000000","10500000.32000000","10500000.32000000"
"Orinoquía","Vichada","Cumaribo","2025","Municipio","CumariboVichada","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Quimbaya","2017","Municipio","QuimbayaQuindio","Planeación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Angostura","2020","Municipio","AngosturaAntioquia","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","29075348.00000000"
"Orinoquía","Meta","Villavicencio","2017","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","Agua de Dios","2023","Municipio","Agua de DiosCundinamarca","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Toledo","2024","Municipio","ToledoAntioquia","Gobierno Territorial","SGP - Sistema General de Participaciones","132688843.00000000","132688843.00000000","132688843.00000000"
"Orinoquía","Casanare","Todo el Depto","2022","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","6259656549.31000000","6219167965.02000000","6219158484.77000000"
"Andina","Huila","Todo el Depto","2011","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","512738071.00000000","512738071.00000000","512738071.00000000"
"Andina","Boyacá","Villa de Leyva","2024","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","62743992.87000000","45217331.14000000","45280114.05000000"
"Andina","Antioquia","Toledo","2024","Municipio","ToledoAntioquia","Gobierno Territorial","SGP - Sistema General de Participaciones","24200000.00000000","18167631.50000000","19367631.50000000"
"Pacífico","Valle del Cauca","Todo el Depto","2022","Departamento","Valle del Cauca","Gobierno Territorial","Propios de las entidades territoriales","157131795.00000000","157131795.00000000","0.00000000"
"Andina","Boyacá","Belén","2025","Municipio","BelénBoyacá","Educación","Propios de las entidades territoriales","2959892.00000000","2959892.00000000","0.00000000"
"Andina","Huila","Palestina","2021","Municipio","PalestinaHuila","Educación","Propios de las entidades territoriales","1500000.00000000","1500000.00000000","1500000.00000000"
"Pacífico","Valle del Cauca","Yumbo","2024","Municipio","YumboValle del Cauca","Transporte","Propios de las entidades territoriales","7039309486.00000000","7090102873.54000000","7020102986.00000000"
"Andina","Cundinamarca","Nimaima","2018","Municipio","NimaimaCundinamarca","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Cuítiva","2021","Municipio","CuítivaBoyacá","Gobierno Territorial","SGP - Sistema General de Participaciones","22000000.00000000","22000000.00000000","22000000.00000000"
"Caribe","Cesar","Becerril","2023","Municipio","BecerrilCesar","Cultura","SGR - Sistema General de Regalías","0.00000000","0.00000000","0.00000000"
"Andina","Caldas","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","1080250079.65000000","1080212759.22000000","607060175.86000000"
"Andina","Cundinamarca","Guaduas","2023","Municipio","GuaduasCundinamarca","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","818674215.00000000"
"Andina","Norte de Santander","Mutiscua","2021","Municipio","MutiscuaNorte de Santander","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2022","Entidades Presupuesto Nacional - PGN","Escuela Tecnologica Instituto Tecnico Central - Educación","Educación","PGN - Presupuesto General de la Nación","346057118.68000000","333096970.08000000","61616706.08000000"
"Amazonas","Caquetá","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Unidad Nacional de Proteccion - UNP - Interior","Interior","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2018","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","677027000.00000000","632522663.71000000","632522663.71000000"
"Andina","Caldas","Norcasia","2022","Municipio","NorcasiaCaldas","Gobierno Territorial","Propios de las entidades territoriales","50959300.00000000","50959300.00000000","48340940.00000000"
"Amazonas","Guainía","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","1434888.00000000","978965.00000000","978965.00000000"
"Andina","Santander","Gámbita","2019","Municipio","GámbitaSantander","Fiscalía","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Todo el Depto","2023","Departamento","Quindio","Gobierno Territorial","Propios de las entidades territoriales","189226690.00000000","189226690.00000000","189226690.00000000"
"Andina","Antioquia","Ituango","2024","Municipio","ItuangoAntioquia","Educación","SGP - Sistema General de Participaciones","31179924.24000000","31179924.24000000","31179924.24000000"
"Andina","Santander","Socorro","2023","Municipio","SocorroSantander","Gobierno Territorial","Propios de las entidades territoriales","357400000.00000000","357400000.00000000","357400000.00000000"
"Pacífico","Chocó","Todo el Depto","2013","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial Direccion de Impuestos y Aduanas Nacionales - Hacienda","Hacienda","PGN - Presupuesto General de la Nación","1203067131.73000000","729240403.75000000","0.00000000"
"Andina","Quindio","Todo el Depto","2017","Departamento","Quindio","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","8245924895.92000000"
"Andina","Santander","Tona","2022","Municipio","TonaSantander","Educación","SGP - Sistema General de Participaciones","12366416.00000000","12366416.00000000","12366416.00000000"
"Pacífico","Nariño","Consacá","2023","Municipio","ConsacáNariño","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Cundinamarca","El Colegio","2024","Municipio","El ColegioCundinamarca","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Orinoquía","Arauca","Todo el Depto","2015","Departamento","Arauca","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","873975461.47000000"
"Andina","Norte de Santander","Labateca","2024","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Santander","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","1277098872.00000000","692319023.00000000","692319023.00000000"
"Nacional","Nacional","Nacional","2021","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","1141770669.90000000","1097694219.90000000","1097694219.90000000"
"Pacífico","Cauca","Santa Rosa","2025","Departamento","Cauca","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Orinoquía","Meta","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","7710889.00000000","7710889.00000000","7710889.00000000"
"Andina","Norte de Santander","Villa del Rosario","2025","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio del Ministerio de Relaciones Exteriores - Relaciones Exteriores","Relaciones Exteriores","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","El Carmen de Viboral","2021","Municipio","El Carmen de ViboralAntioquia","Transporte","SGP - Sistema General de Participaciones","300000000.00000000","300000000.00000000","300000000.00000000"
"Amazonas","Guaviare","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","1434888.00000000","978965.00000000","978965.00000000"
"Andina","Quindio","Todo el Depto","2013","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","80437942.00000000","80437942.00000000","80437942.00000000"
"Andina","Santander","Lebrija","2021","Municipio","LebrijaSantander","Gobierno Territorial","Propios de las entidades territoriales","14150000.00000000","14150000.00000000","14150000.00000000"
"Nacional","Nacional","Nacional","2017","Entidades Presupuesto Nacional - PGN","Departamento Administrativo de la Funcion Publica - Empleo Público","Empleo Público","PGN - Presupuesto General de la Nación","2449171000.00000000","1056780250.00000000","1056780250.00000000"
"Caribe","Cesar","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Soracá","2017","Municipio","SoracáBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Amazonas","Amazonas","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","220913689.00000000","220398659.00000000","220398659.00000000"
"Andina","Antioquia","Yolombó","2017","Municipio","YolombóAntioquia","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Somondoco","2021","Municipio","SomondocoBoyacá","Cultura","SGP - Sistema General de Participaciones","9686598.00000000","9686598.00000000","9686598.00000000"
"Andina","Antioquia","Todo el Depto","2023","Departamento","Antioquia","Cultura","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Bolívar","San Pablo","2019","Municipio","San PabloBolívar","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","1589208419.26000000"
"Amazonas","Caquetá","Florencia","2024","Municipio","FlorenciaCaquetá","Transporte","Propios de las entidades territoriales","520003699.82000000","568002290.00000000","568002290.00000000"
"Orinoquía","Meta","Cabuyaro","2023","Municipio",,"Cultura","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Orinoquía","Meta","Villavicencio","2019","Municipio","VillavicencioMeta","Educación","Propios de las entidades territoriales","160000000.00000000","133333330.00000000","106666664.00000000"
"Pacífico","Nariño","Iles","2013","Municipio","IlesNariño","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","149999999.00000000"
"Pacífico","Valle del Cauca","Santiago de Cali","2020","Municipio","Santiago de CaliValle del Cauca","Cultura","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Todo el Depto","2022","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","342271912.00000000","342271912.00000000","342271912.00000000"
"Pacífico","Chocó","El Cantón del San Pablo","2025","Municipio","El Cantón del San PabloChocó","Educación","SGP - Sistema General de Participaciones","118000000.00000000","0.00000000","0.00000000"
"Andina","Santander","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Ciegos - INCI - Educación","Educación","PGN - Presupuesto General de la Nación","13154891.00000000","13154891.00000000","13154891.00000000"
"Andina","Tolima","Líbano","2024","Municipio","LíbanoTolima","Gobierno Territorial","SGP - Sistema General de Participaciones","54857586.00000000","92475208.00000000","84975208.00000000"
"Andina","Huila","Santa María","2021","Municipio","Santa MaríaHuila","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","96000000.00000000"
"Orinoquía","Meta","San Juan de Arama","2025","Departamento","Meta","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","450000000.00000000","450000000.00000000","25380000.00000000"
"Orinoquía","Meta","Villavicencio","2022","Municipio","VillavicencioMeta","Hacienda","Propios de las entidades territoriales","953683332.00000000","940083332.00000000","940083332.00000000"
"Caribe","Cesar","Valledupar","2024","Entidades Presupuesto Nacional - PGN","Universidad Popular del Cesar - Educación","Educación","PGN - Presupuesto General de la Nación","1436819275.00000000","1436819275.00000000","1436819275.00000000"
"Andina","Huila","La Argentina","2022","Municipio","La ArgentinaHuila","Gobierno Territorial","Propios de las entidades territoriales","1077503508.00000000","868741500.00000000","868741500.00000000"
"Andina","Antioquia","Ituango","2020","Municipio","ItuangoAntioquia","Educación","Propios de las entidades territoriales","82407500.00000000","82407500.00000000","82407500.00000000"
"Andina","Cundinamarca","Ricaurte","2023","Municipio","RicaurteCundinamarca","Educación","Propios de las entidades territoriales","978111348.00000000","822675174.00000000","822675174.00000000"
"Andina","Antioquia","Todo el Depto","2023","Departamento","Antioquia","Gobierno Territorial","Propios de las entidades territoriales","1143263241.00000000","1122904341.00000000","1122904341.00000000"
"Andina","Risaralda","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","469661645.00000000","139023424.10000000","139023424.10000000"
"Andina","Norte de Santander","Teorama","2025","Departamento","Norte de Santander","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2024","Municipio","Bogotá D.C.Bogotá D.C.","Trabajo","Propios de las entidades territoriales","514000000.00000000","514000000.00000000","514000000.00000000"
"Caribe","Bolívar","Santa Rosa","2023","Municipio","Santa RosaBolívar","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","1203229475.00000000"
"Caribe","Bolívar","Córdoba","2024","Municipio","CórdobaBolívar","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Pacífico","Cauca","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","176847457.00000000","0.00000000","0.00000000"
"Andina","Tolima","Palocabildo","2023","Municipio","PalocabildoTolima","Transporte","SGP - Sistema General de Participaciones","476704959.95000000","476704959.95000000","476704959.95000000"
"Pacífico","Valle del Cauca","Santiago de Cali","2024","Municipio","Santiago de CaliValle del Cauca","Gobierno Territorial","Propios de las entidades territoriales","116988000.00000000","19498000.00000000","19498000.00000000"
"Caribe","Cesar","Todo el Depto","2021","Departamento","Cesar","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","7598199678.40000000"
"Andina","Caldas","Villamaría","2020","Municipio","VillamaríaCaldas","Cultura","Propios de las entidades territoriales","30000000.00000000","30000000.00000000","30000000.00000000"
"Andina","Tolima","Todo el Depto","2021","Departamento","Tolima","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","3681889452.70000000"
"Amazonas","Guaviare","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Fondo Nacional de Regalias - Planeación","Planeación","PGN - Presupuesto General de la Nación","3518301037.00000000","3518301037.00000000","3518301037.00000000"
"Andina","Boyacá","La Capilla","2024","Departamento","Boyacá","Educación","Propios de las entidades territoriales","8102095.26000000","8102095.26000000","8102095.26000000"
"Caribe","Bolívar","Norosí","2023","Municipio","NorosíBolívar","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","814102088.96000000"
"Andina","Caldas","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Agencia Nacional de Infraestructura - ANI - Transporte","Transporte","PGN - Presupuesto General de la Nación","80000000.00000000","80000000.00000000","0.00000000"
"Andina","Caldas","Aguadas","2021","Municipio","AguadasCaldas","Educación","Propios de las entidades territoriales","13773002.00000000","13773002.00000000","13773002.00000000"
"Amazonas","Caquetá","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Medicina Legal y Ciencias Forenses - Fiscalía","Fiscalía","PGN - Presupuesto General de la Nación","1300000.00000000","1261928.00000000","1261928.00000000"
"Andina","Cundinamarca","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Todo el Depto","2018","Departamento","Antioquia","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Cauca","López de Micay","2023","Municipio","López de MicayCauca","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Todo el Depto","2012","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","53005861.02000000","52922669.04000000","51288591.89000000"
"Amazonas","Caquetá","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","22305647.00000000","22305647.00000000","20436724.00000000"
"Caribe","Atlántico","Polonuevo","2022","Municipio","PolonuevoAtlántico","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","Valledupar","2018","Municipio","ValleduparCesar","Planeación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2010","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","891326010.49000000","824797902.81000000","824797902.81000000"
"Caribe","Córdoba","La Apartada","2023","Municipio","La ApartadaCórdoba","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","291662098.00000000"
"Andina","Cundinamarca","Tibacuy","2027","Municipio","TibacuyCundinamarca","Cultura","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Concepción","2020","Municipio","ConcepciónAntioquia","Transporte","SGP - Sistema General de Participaciones","23432246.00000000","23429078.00000000","23429078.00000000"
"Andina","Cundinamarca","Girardot","2024","Entidades Presupuesto Nacional - PGN","Consejo Superior de la Judicatura - Rama Judicial","Rama Judicial","PGN - Presupuesto General de la Nación","827040189.19000000","827040189.19000000","827040189.19000000"
"Andina","Santander","Bucaramanga","2023","Municipio","BucaramangaSantander","Gobierno Territorial","Propios de las entidades territoriales","1775125000.00000000","1605344999.40000000","1605344999.40000000"
"Andina","Santander","Pinchote","2025","Municipio","PinchoteSantander","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Andina","Santander","Todo el Depto","2017","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","534060000.00000000","519481032.00000000","384975430.00000000"
"Andina","Boyacá","Todo el Depto","2013","Entidades Presupuesto Nacional - PGN","Instituto Nacional para Sordos - INSOR - Educación","Educación","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","334280390.00000000","334280390.00000000","334280390.00000000"
"Andina","Tolima","Todo el Depto","2022","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio de la Registraduria - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","18607206.00000000","17731970.00000000","17731970.00000000"
"Andina","Santander","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","2912662460.00000000","2912662460.00000000","2912662460.00000000"
"Andina","Caldas","Todo el Depto","2017","Departamento","Caldas","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Olaya","2025","Municipio","OlayaAntioquia","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Amazonas","Caquetá","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Medicina Legal y Ciencias Forenses - Fiscalía","Fiscalía","PGN - Presupuesto General de la Nación","880835.00000000","880835.00000000","880835.00000000"
"Andina","Boyacá","Nobsa","2020","Municipio","NobsaBoyacá","Planeación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Magdalena","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","615690374.00000000","615690374.00000000","615690374.00000000"
"Andina","Antioquia","Medellín","2022","Municipio","MedellínAntioquia","Transporte","Propios de las entidades territoriales","14956581375.00000000","14748339022.00000000","14748339022.00000000"
"Andina","Antioquia","San Luis","2023","Municipio","San LuisAntioquia","Gobierno Territorial","Propios de las entidades territoriales","21458892.00000000","21458892.00000000","21458892.00000000"
"Amazonas","Putumayo","Todo el Depto","2022","Privada","Indercultura Putumayo","Cultura","Propios de los privados","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2016","Privada","Fundación alto Magdalena","Transporte","Propios de los privados","0.00000000","0.00000000","220000000.00000000"
"Andina","Tolima","Honda","2021","Municipio","HondaTolima","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Huila","Isnos","2025","Municipio","IsnosHuila","Educación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2008","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial Direccion de Impuestos y Aduanas Nacionales - Hacienda","Hacienda","PGN - Presupuesto General de la Nación","2700849895.00000000","2434809432.00000000","2434809432.00000000"
"Andina","Antioquia","La Estrella","2021","Municipio","La EstrellaAntioquia","Gobierno Territorial","Propios de las entidades territoriales","1000000000.00000000","1000000000.00000000","1000000000.00000000"
"Orinoquía","Meta","Guamal","2015","Municipio","GuamalMeta","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","22137500.00000000"
"Caribe","Cesar","Todo el Depto","2012","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","1000000000.00000000","1000000000.00000000","1000000000.00000000"
"Andina","Antioquia","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","1495811996.00000000","1454075242.00000000","1454075242.00000000"
"Caribe","Córdoba","Tuchín","2019","Municipio","TuchínCórdoba","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","42777168.00000000"
"Andina","Cundinamarca","Nariño","2022","Municipio","NariñoCundinamarca","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Bolívar","Todo el Depto","2019","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","1029822031.00000000","1000000000.00000000","1000000000.00000000"
"Caribe","La Guajira","Todo el Depto","2012","Entidades Presupuesto Nacional - PGN","Ministerio de las Culturas las Artes y los Saberes - Cultura","Cultura","PGN - Presupuesto General de la Nación","231274189.67000000","231274189.67000000","231274189.67000000"
"Andina","Quindio","Quimbaya","2019","Municipio","QuimbayaQuindio","Planeación","Propios de las entidades territoriales","1323079253.00000000","997260601.00000000","997260601.00000000"
"Andina","Antioquia","Heliconia","2023","Municipio","HeliconiaAntioquia","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Cauca","Todo el Depto","2022","Departamento","Cauca","Cultura","Propios de las entidades territoriales","43535000.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Marinilla","2023","Municipio","MarinillaAntioquia","Gobierno Territorial","Propios de las entidades territoriales","2665400968.00000000","1959676154.00000000","1959676154.00000000"
"Orinoquía","Meta","Todo el Depto","2024","Departamento","Meta","Gobierno Territorial","Propios de las entidades territoriales","87679040.00000000","16425999.98000000","16425999.98000000"
"Pacífico","Valle del Cauca","Buenaventura","2017","Municipio","BuenaventuraValle del Cauca","Planeación","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","Todo el Depto","2021","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","368813566.00000000","352692581.00000000","352692581.00000000"
"Andina","Cundinamarca","Subachoque","2022","Municipio","SubachoqueCundinamarca","Información Estadística","SGP - Sistema General de Participaciones","48000000.00000000","48000000.00000000","48000000.00000000"
"Andina","Antioquia","Medellín","2021","Municipio","MedellínAntioquia","Gobierno Territorial","Propios de las entidades territoriales","2653275327.00000000","2347245069.00000000","2347245069.00000000"
"Andina","Tolima","Alpujarra","2023","Municipio","AlpujarraTolima","Cultura","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Mutatá","2025","Departamento","Antioquia","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Quindio","Armenia","2022","Municipio","ArmeniaQuindio","Educación","SGP - Sistema General de Participaciones","526416190.00000000","522506880.00000000","522506880.00000000"
"Amazonas","Caquetá","El Doncello","2024","Entidades Presupuesto Nacional - PGN","Instituto Nacional de Vias - Transporte","Transporte","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Andina","Boyacá","Todo el Depto","2017","Departamento","Boyacá","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","999996376.00000000"
"Andina","Antioquia","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","149997563.00000000","130775076.00000000","130775076.00000000"
"Amazonas","Vaupés","Todo el Depto","2010","Entidades Presupuesto Nacional - PGN","Ministerio de Transporte - Transporte","Transporte","PGN - Presupuesto General de la Nación","2350000000.00000000","2030000000.00000000","2030000000.00000000"
"Andina","Antioquia","Itagüí","2023","Municipio","ItagüíAntioquia","Gobierno Territorial","Propios de las entidades territoriales","795092000.00000000","795092000.00000000","795092000.00000000"
"Andina","Huila","Agrado","2023","Municipio","AgradoHuila","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Itagüí","2022","Municipio","ItagüíAntioquia","Gobierno Territorial","Propios de las entidades territoriales","309078080.00000000","309078080.00000000","299921000.00000000"
"Andina","Antioquia","Ituango","2025","Municipio","ItuangoAntioquia","Gobierno Territorial","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","San Diego","2022","Municipio","San DiegoCesar","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Orinoquía","Arauca","Todo el Depto","2021","Departamento","Arauca","Gobierno Territorial","SGR - Sistema General de Regalías","0.00000000","0.00000000","669833000.00000000"
"Caribe","Sucre","Sincelejo","2013","Municipio","SincelejoSucre","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","1867159083.00000000"
"Andina","Antioquia","Betulia","2022","Departamento","BetuliaAntioquia","Educación","Propios de las entidades territoriales","22873500.00000000","0.00000000","0.00000000"
"Andina","Tolima","Todo el Depto","2008","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","54926742.00000000","54926742.00000000","54926742.00000000"
