"region","departamento","municipio","vigencia","tipoentidad","entidad","sector","fuentefinanciacion","valorcomprometido","valorobligado","valorpagado"
"Andina","Norte de Santander","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Fondo Rotatorio del Ministerio de Relaciones Exteriores - Relaciones Exteriores","Relaciones Exteriores","PGN - Presupuesto General de la Nación","39563636.00000000","39214544.43000000","39214544.43000000"
"Andina","Caldas","La Merced","2015","Municipio","La MercedCaldas","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","296509909.00000000"
"Andina","Antioquia","Buriticá","2025","Municipio","BuriticáAntioquia","Cultura","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Caribe","Atlántico","Todo el Depto","2022","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","1855191105.00000000","1104517768.96000000","1104517768.96000000"
"Orinoquía","Casanare","Recetor","2024","Municipio","RecetorCasanare","Gobierno Territorial","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Caribe","Cesar","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","20156991.32000000","20156991.32000000","20156991.32000000"
"Pacífico","Valle del Cauca","Palmira","2025","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","3486159686.00000000","130698230.16000000","208641457.41000000"
"Orinoquía","Meta","Todo el Depto","2015","Entidades Presupuesto Nacional - PGN","Ministerio del Interior - Interior","Interior","PGN - Presupuesto General de la Nación","107636363.64000000","107636363.64000000","107636363.64000000"
"Orinoquía","Arauca","Arauca","2023","Municipio","AraucaArauca","Trabajo","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Insular","Archipiélago de San Andrés","Todo el Depto","2021","Departamento","Archipiélago de San Andrés","Educación","SGR - Sistema General de Regalías","0.00000000","0.00000000","8051031364.00000000"
"Andina","Santander","Girón","2021","Municipio","GirónSantander","Gobierno Territorial","Propios de las entidades territoriales","72744528.00000000","22678949.03000000","22678949.03000000"
"Andina","Huila","Neiva","2010","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","34986588.00000000","0.00000000","0.00000000"
"Andina","Antioquia","La Estrella","2020","Municipio","La EstrellaAntioquia","Planeación","Propios de las entidades territoriales","60034318.00000000","60034318.00000000","60034318.00000000"
"Andina","Cundinamarca","La Calera","2023","Municipio","La CaleraCundinamarca","Gobierno Territorial","Propios de las entidades territoriales","105187500.00000000","104756250.00000000","104756250.00000000"
"Caribe","Cesar","Aguachica","2019","Municipio","AguachicaCesar","Transporte","SGP - Sistema General de Participaciones","0.00000000","0.00000000","0.00000000"
"Pacífico","Valle del Cauca","Santiago de Cali","2021","Municipio","Santiago de CaliValle del Cauca","Transporte","SGP - Sistema General de Participaciones","108880877.00000000","0.00000000","0.00000000"
"Nacional","Nacional","Nacional","2020","Entidades Presupuesto Nacional - PGN","Superintendencia de Servicios Publicos Domiciliarios - Planeación","Planeación","PGN - Presupuesto General de la Nación","1693384262.00000000","1659075667.40000000","1561763223.40000000"
"Andina","Caldas","Todo el Depto","2013","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","22478481065.00000000","21992816279.97000000","21143564261.47000000"
"Andina","Tolima","Todo el Depto","2015","Departamento","Tolima","Transporte","SGR - Sistema General de Regalías","0.00000000","0.00000000","1769020579.25000000"
"Pacífico","Nariño","Pasto","2012","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","122536572.05000000","105882.97000000","105882.97000000"
"Amazonas","Putumayo","Puerto Caicedo","2015","Municipio","Puerto CaicedoPutumayo","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","116457078.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2022","Entidades Presupuesto Nacional - PGN","Fiscalia General de la Nacion - Fiscalia","Fiscalía","PGN - Presupuesto General de la Nación","462289452.00000000","462289452.00000000","462289452.00000000"
"Amazonas","Caquetá","Todo el Depto","2014","Entidades Presupuesto Nacional - PGN","Registraduria Nacional del Estado Civil - Registraduría","Registraduría","PGN - Presupuesto General de la Nación","0.00000000","0.00000000","0.00000000"
"Amazonas","Caquetá","Todo el Depto","2018","Entidades Presupuesto Nacional - PGN","Ministerio Educacion Nacional - Educación","Educación","PGN - Presupuesto General de la Nación","306322639.00000000","306322639.00000000","306322639.00000000"
"Andina","Cundinamarca","Todo el Depto","2022","Entidades Presupuesto Nacional - PGN","Servicio Nacional de Aprendizaje - SENA - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","12991667485.00000000","2166374655.00000000","2163218655.00000000"
"Andina","Antioquia","San Francisco","2024","Entidades Presupuesto Nacional - PGN","Ministerio del Trabajo - Trabajo","Trabajo","PGN - Presupuesto General de la Nación","312000.00000000","312000.00000000","312000.00000000"
"Andina","Boyacá","Puerto Boyacá","2021","Municipio","Puerto BoyacáBoyacá","Educación","Propios de las entidades territoriales","8246880.00000000","0.00000000","0.00000000"
"Andina","Santander","Bucaramanga","2016","Municipio","BucaramangaSantander","Transporte","Propios de las entidades territoriales","0.00000000","0.00000000","8418436191.42000000"
"Andina","Antioquia","Cáceres","2023","Municipio","CáceresAntioquia","Educación","SGP - Sistema General de Participaciones","552000000.00000000","552000000.00000000","552000000.00000000"
"Andina","Boyacá","Otanche","2022","Municipio","OtancheBoyacá","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Pacífico","Cauca","Puracé","2025","Municipio","PuracéCauca","Educación","Propios de las entidades territoriales","0.00000000","0.00000000","0.00000000"
"Andina","Antioquia","Giraldo","2025","Municipio","GiraldoAntioquia","Cultura","Propios de las entidades territoriales","10500000.00000000","2100000.00000000","2100000.00000000"
"Andina","Bogotá, D.C.","Bogotá, D.C.","2011","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","94018523.00000000","0.00000000","0.00000000"
"Orinoquía","Meta","Guamal","2023","Municipio","GuamalMeta","Cultura","SGP - Sistema General de Participaciones","33118064.00000000","33118064.00000000","33118064.00000000"
"Andina","Antioquia","Girardota","2022","Municipio","GirardotaAntioquia","Transporte","SGP - Sistema General de Participaciones","344274384.00000000","0.00000000","0.00000000"
"Pacífico","Nariño","Todo el Depto","2016","Entidades Presupuesto Nacional - PGN","Unidad Administrativa Especial de la Aeronautica Civil - Transporte","Transporte","PGN - Presupuesto General de la Nación","75551303.00000000","3400000.00000000","3400000.00000000"
